id,name,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,price,weekly_price,monthly_price,number_of_reviews,first_review,review_scores_rating,first_year
15343764,Quiet Bungalow in the Big City,0.0,Hermosa,41.93489,-87.73316,Entire home/apt,75.0,526.4423076923077,2281.25,58,2016-10-24,96.0,2016
15355696,Bingham 2/2,1.0,Logan Square,41.91899,-87.69204,Entire home/apt,220.0,1544.2307692307693,6691.666666666667,48,2016-10-10,98.0,2016
15359703,3 bedroom apt just 10 blocks from Wrigley,1.0,Lake View,41.94926,-87.6701,Entire home/apt,175.0,1228.3653846153845,5322.916666666667,40,2016-10-17,99.0,2016
15360554,Chic and Charming Vintage Condominium in Lincoln Park,1.0,Lincoln Park,41.92092,-87.66547,Entire home/apt,180.0,1263.4615384615386,5475.0,87,2016-10-10,96.0,2016
15360917,Suite in Comfortable Chicago Home,1.0,North Center,41.93969,-87.68456,Private room,60.0,421.15384615384613,1825.0,50,2016-11-01,98.0,2016
15371946,Sophisticated 1BR in Wicker Park by Sonder,0.0,West Town,41.90505,-87.67656,Entire home/apt,150.0,1052.8846153846155,4562.5,31,2016-10-10,92.0,2016
15374359,Bright 2BR in Bucktown by Sonder,0.0,West Town,41.91335,-87.67618,Entire home/apt,242.0,1698.6538461538462,7360.833333333333,10,2016-10-10,90.0,2016
15375047,Charming 2BR in Wicker Park by Sonder,0.0,West Town,41.90583,-87.67803,Entire home/apt,123.0,863.3653846153846,3741.25,37,2016-10-06,92.0,2016
15378775,Feel At Home in this Logan Square Abode,0.0,Logan Square,41.92159,-87.69694,Private room,74.0,519.4230769230769,2250.8333333333335,32,2016-10-25,89.0,2016
15379201,Comfy house in the northwest.,0.0,Belmont Cragin,41.93721,-87.77854,Shared room,57.0,400.09615384615387,1733.75,16,2016-10-09,94.0,2016
15380469,Cozy Apartment,0.0,Near North Side,41.89005,-87.61929,Entire home/apt,135.0,947.5961538461538,4106.25,133,2016-10-11,94.0,2016
15391505,Fun Downtown 4 Bed Hideaway! Deck + Skyline Views!,0.0,Near North Side,41.90999,-87.64262,Entire home/apt,82.0,575.5769230769231,2494.1666666666665,17,2016-10-09,91.0,2016
15392930,Minutes from Midway Airport #1,1.0,West Lawn,41.75412,-87.73056,Private room,33.0,231.6346153846154,1003.75,25,2016-10-09,98.0,2016
15393972,Cheerful & Bright Apt In Downtown Chicago,0.0,Near North Side,41.90129,-87.63669,Entire home/apt,155.0,1087.9807692307693,4714.583333333333,154,2016-10-12,94.0,2016
15395539,Parisian inspired flat in the HEART of Chicago.,0.0,West Town,41.89578,-87.69304,Private room,92.0,645.7692307692307,2798.3333333333335,4,2016-11-06,100.0,2016
15405332,"Best Location, Southport Corridor",1.0,Lake View,41.94682,-87.66673,Entire home/apt,168.0,1179.2307692307693,5110.0,122,2016-10-11,99.0,2016
15406653,Hidden Oasis 5 star Rated in Prime Location,0.0,Lincoln Park,41.91592,-87.65656,Entire home/apt,400.0,2807.6923076923076,12166.666666666666,2,2017-07-08,100.0,2017
15406710,"Sunny, spacious and cute.",0.0,West Ridge,41.98902,-87.69127,Entire home/apt,70.0,491.34615384615387,2129.1666666666665,2,2016-11-30,100.0,2016
15409311,Colorful 1BR in the South Loop by Sonder,0.0,Loop,41.86818,-87.62662,Entire home/apt,169.0,1186.25,5140.416666666667,32,2016-10-18,90.0,2016
15409971,Bright 1BR in the South Loop by Sonder,0.0,Loop,41.8682,-87.62726,Entire home/apt,218.0,1530.1923076923076,6630.833333333333,36,2016-10-18,90.0,2016
15411835,Lakeview Outlook,0.0,Lake View,41.94108,-87.65152,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,9,2017-01-15,98.0,2017
15417755,Delightful 1BR in South Loop by Sonder,0.0,Loop,41.86873,-87.62739,Entire home/apt,192.0,1347.6923076923076,5840.0,29,2016-10-26,92.0,2016
15418792,Airy Studio in South Loop by Sonder,0.0,Loop,41.86834,-87.62576,Entire home/apt,157.0,1102.0192307692307,4775.416666666667,42,2016-10-21,89.0,2016
15418938,Sunny Lincoln Park Condo on Tree Lined Street,1.0,Lincoln Park,41.92001,-87.65364,Entire home/apt,95.0,666.8269230769231,2889.5833333333335,17,2018-10-28,99.0,2018
15419174,Intimate Studio in the South Loop by Sonder,0.0,Loop,41.86845,-87.62524,Entire home/apt,195.0,1368.75,5931.25,47,2016-10-17,92.0,2016
15420226,"3 Rooms Great 4 couples,families, groups, retreats",1.0,Portage Park,41.93889,-87.75538,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,10,2018-01-01,100.0,2018
15436230,COZY SINGLE in Shared Room #4,1.0,West Town,41.90704,-87.69003,Shared room,29.0,203.55769230769232,882.0833333333334,71,2016-10-28,97.0,2016
15464357,Short stay-Warm and Cozy room in Beautiful Condo,1.0,Rogers Park,42.02105,-87.673,Private room,40.0,280.7692307692308,1216.6666666666667,61,2016-10-23,97.0,2016
15470240,Hotel Perks - Private Bedroom | Private Bathroom,0.0,Near North Side,41.89124,-87.62655,Private room,600.0,4211.538461538462,18250.0,15,2016-11-05,84.0,2016
15479556,Edgewater Quietude - Combined 2 Bedrooms,1.0,Edgewater,41.9893,-87.66224,Private room,110.0,772.1153846153846,3345.8333333333335,49,2016-11-25,98.0,2016
15480695,SUNNY ROOM 5 MIN TO DOWNTOWN WITH FREE PARKING,0.0,Near West Side,41.87139,-87.65813,Private room,15.0,105.28846153846153,456.25,187,2016-11-02,89.0,2016
15484487,Sunny 3br/2bath apt in lovely area-walk to Wrigley,1.0,North Center,41.94932,-87.67501,Entire home/apt,180.0,1263.4615384615386,5475.0,69,2016-10-31,99.0,2016
15484924,Basement room near Midway Airport,0.0,Archer Heights,41.80194,-87.72043,Private room,32.0,224.6153846153846,973.3333333333334,339,2016-10-15,94.0,2016
15484960,Condo in Wrigleyville. 2 bedroom with deck.,0.0,Lake View,41.93595,-87.657,Entire home/apt,245.0,1719.7115384615386,7452.083333333333,18,2016-10-16,95.0,2016
15485611,Quick walk to Wrigley-steps to CTA. 1bd-sleeps 4!,0.0,North Center,41.95697,-87.67728,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,9,2016-10-31,100.0,2016
15486188,Roomy 2BR in the Center of Chicago. The Loop 402,0.0,Near North Side,41.8939,-87.62986,Entire home/apt,91.0,638.75,2767.9166666666665,198,2016-10-24,94.0,2016
15492694,Cozy Wrigley-Adjacent Room,0.0,Uptown,41.96047,-87.65641,Private room,58.0,407.11538461538464,1764.1666666666667,96,2016-10-30,93.0,2016
15496152,Augusta's Secret Garden | Noble Square|Wicker Park,1.0,West Town,41.90063,-87.66316,Entire home/apt,99.0,694.9038461538462,3011.25,128,2016-11-06,99.0,2016
15496483,PERFECT LOCATION - 2 BEDROOM LUXURY HOME | 2 BATHS,0.0,Near North Side,41.89879,-87.63144,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,2,2016-10-31,100.0,2016
15499376,Oasis in the City- walking distance to McCormick,0.0,Armour Square,41.84867,-87.63476,Entire home/apt,120.0,842.3076923076923,3650.0,79,2016-10-26,94.0,2016
15499602,Perfect spot for Cubs and Boystown,0.0,Lake View,41.94368,-87.64587,Private room,51.0,357.9807692307692,1551.25,66,2016-10-16,98.0,2016
15500042,Tropical Bungalow Getaway in Quiet Neighborhood,1.0,Portage Park,41.95655,-87.75418,Entire home/apt,125.0,877.4038461538462,3802.0833333333335,23,2017-08-20,97.0,2017
15500209,>> Cozy Apartment awaits You,1.0,Irving Park,41.95907,-87.71066,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,67,2016-10-30,97.0,2016
15507289,Rent entire floor of beautiful Condo!,0.0,Lake View,41.95264,-87.66616,Private room,300.0,2105.769230769231,9125.0,7,2016-10-29,94.0,2016
15507789,Lux 4 Bedroom 3.5 Bath Home in Chicago w/ Parking,0.0,Irving Park,41.95964,-87.71271,Entire home/apt,500.0,3509.6153846153848,15208.333333333334,122,2016-11-19,96.0,2016
15508656,Family Friendly Triplex a Short Walk from Wrigley,1.0,Lake View,41.9442,-87.66232,Entire home/apt,699.0,4906.442307692308,21261.25,29,2016-10-23,99.0,2016
15510564,1 BR/1 BA - 3 blocks from Wrigley,0.0,Lake View,41.94408,-87.65216,Entire home/apt,156.0,1095.0,4745.0,23,2016-10-15,94.0,2016
15510883,"Newly Renovated Condo, Steps to Wrigley Field",0.0,Lake View,41.94999,-87.658,Entire home/apt,700.0,4913.461538461538,21291.666666666668,3,2017-06-05,100.0,2017
15511261,"Big, Home-y Logan Square 2br!",0.0,Logan Square,41.92122,-87.71332,Entire home/apt,149.0,1045.8653846153845,4532.083333333333,17,2016-10-21,98.0,2016
15513312,Great neighborhood apartment in Logan Square,1.0,Logan Square,41.92713,-87.71787,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,72,2016-10-23,97.0,2016
15519276,Cozy Little Room in West Town,0.0,West Town,41.89774,-87.69099,Private room,32.0,224.6153846153846,973.3333333333334,14,2016-12-04,94.0,2016
15524009,Up & down duplexes 5 bedrooms close to everything,1.0,West Town,41.89831,-87.7019,Entire home/apt,169.0,1186.25,5140.416666666667,29,2016-11-13,97.0,2016
15528080,Modernized Apartment in Historic Victorian 3Flat,1.0,Edgewater,41.9832,-87.67002,Entire home/apt,117.0,821.25,3558.75,49,2016-10-31,98.0,2016
15535351,"Bright, Spacious Private Rm Blocks from Wrigley!",1.0,Lake View,41.9523,-87.65562,Private room,110.0,772.1153846153846,3345.8333333333335,38,2016-10-28,99.0,2016
15535757,Charming 1-BDRM Apt Close to Wicker Park,0.0,West Town,41.89745,-87.66439,Entire home/apt,95.0,666.8269230769231,2889.5833333333335,9,2016-12-25,98.0,2016
15545081,"Cute place, convenient to everything in the city!",0.0,Albany Park,41.96736,-87.71939,Entire home/apt,45.0,315.86538461538464,1368.75,106,2016-10-23,93.0,2016
15546992,Charming 1 Bedroom in Lakeview,0.0,Lake View,41.95287,-87.65395,Entire home/apt,275.0,1930.2884615384614,8364.583333333334,75,2016-10-23,94.0,2016
15549085,Wrigleyville/Boystown/Entire Private Floor!,1.0,Lake View,41.95187,-87.65159,Entire home/apt,144.0,1010.7692307692307,4380.0,77,2017-05-08,97.0,2017
15549146,"Comfortable, quiet private bedroom & bathroom",0.0,West Ridge,41.99896,-87.68935,Private room,40.0,280.7692307692308,1216.6666666666667,64,2016-11-03,98.0,2016
15551602,"Boulevard Place @ the ""606""",1.0,Logan Square,41.91539,-87.70241,Entire home/apt,204.0,1431.923076923077,6205.0,32,2016-11-06,99.0,2016
15552534,BEST Lake & City Views!,0.0,Lincoln Park,41.92629,-87.63773,Private room,119.0,835.2884615384615,3619.5833333333335,12,2018-07-29,100.0,2018
15552589,Spacious 2 bed/2 bath in Logan Square,1.0,Logan Square,41.92705,-87.71256,Entire home/apt,150.0,1052.8846153846155,4562.5,51,2016-10-30,100.0,2016
15553636,The Chateau Le SuperDave,0.0,Logan Square,41.92225,-87.68885,Entire home/apt,75.0,526.4423076923077,2281.25,27,2016-12-12,95.0,2016
15560008,Family home steps from Wrigley Field,0.0,Lake View,41.94418,-87.6561,Entire home/apt,700.0,4913.461538461538,21291.666666666668,3,2017-05-07,100.0,2017
15563455,Modern Room in the Heart of Loop,1.0,Loop,41.87418,-87.6299,Private room,90.0,631.7307692307693,2737.5,156,2016-10-31,98.0,2016
15564251,River North bedroom close to everything,0.0,Near North Side,41.89584,-87.63862,Private room,60.0,421.15384615384613,1825.0,30,2016-11-20,96.0,2016
15566486,Vintage Fairytale Gingerbread Tudor House,0.0,Forest Glen,41.98986,-87.74264,Entire home/apt,430.0,3018.269230769231,13079.166666666666,34,2017-06-12,88.0,2017
15567221,Small Sleeper sofa in eclectic living room.,1.0,Logan Square,41.92131,-87.69839,Shared room,50.0,350.96153846153845,1520.8333333333333,60,2018-05-07,99.0,2018
15581842,large vintage inspired room in the heart of Logan,1.0,Logan Square,41.92912,-87.70694,Private room,60.0,421.15384615384613,1825.0,145,2016-11-27,97.0,2016
15584976,Fantastic Space for 6! Homey&Bright Walk to Train,0.0,Logan Square,41.91538,-87.6945,Entire home/apt,99.0,694.9038461538462,3011.25,116,2016-11-13,93.0,2016
15596773,Uptown private queen bed & bath steps to transit,1.0,Uptown,41.96993,-87.65634,Private room,65.0,456.25,1977.0833333333333,57,2016-10-31,98.0,2016
15597127,中唐【302】Chinatown,0.0,Armour Square,41.84761,-87.63161,Private room,88.0,617.6923076923077,2676.6666666666665,101,2016-10-26,92.0,2016
15599771,Artist Loft Steps to Bars & Blue Line (LOUD),0.0,Logan Square,41.92413,-87.69913,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,67,2016-12-11,95.0,2016
15599810,Can't beat this 2min walk to Wrigley!,0.0,Lake View,41.94979,-87.65323,Entire home/apt,350.0,2456.730769230769,10645.833333333334,12,2016-10-23,97.0,2016
15600689,Lincoln Park - Vintage Master Bedroom,0.0,Lincoln Park,41.91754,-87.64043,Private room,67.0,470.28846153846155,2037.9166666666667,57,2016-10-29,95.0,2016
15600903,PREMIUM EXCLUSIVE 2 BEDROOM 2 BATH POOL HOT-TUB,0.0,Loop,41.87246,-87.63056,Entire home/apt,170.0,1193.2692307692307,5170.833333333333,1,2017-01-28,100.0,2017
15616547,PRIVATE STUDIO APT w/KITCHEN! NEAR LAKE & GOLF!,0.0,South Shore,41.76535,-87.56776,Entire home/apt,69.0,484.3269230769231,2098.75,21,2016-11-07,85.0,2016
15635466,Vacation in an amazing Lincoln Park home,1.0,Lincoln Park,41.91388,-87.65423,Entire home/apt,800.0,5615.384615384615,24333.333333333332,63,2016-10-30,100.0,2016
15635691,"Spacious 2BR, 1.5 bath with back balcony",0.0,West Ridge,41.99156,-87.69316,Entire home/apt,165.0,1158.173076923077,5018.75,12,2016-11-06,98.0,2016
15638952,Super Cozy & Private Room - Avondale/Logan Sq.,1.0,Avondale,41.93852,-87.71557,Private room,50.0,350.96153846153845,1520.8333333333333,10,2017-06-11,98.0,2017
15640249,Private Coach House,1.0,Lower West Side,41.85746,-87.65402,Entire home/apt,125.0,877.4038461538462,3802.0833333333335,91,2016-10-30,97.0,2016
15641641,"Garden Apartment, close to ""L"" and Wrigley",1.0,North Center,41.95022,-87.67865,Entire home/apt,143.0,1003.75,4349.583333333333,111,2016-10-29,99.0,2016
15642244,"Beautiful condo, Old Town/Lncn Park",0.0,Lincoln Park,41.91145,-87.64904,Entire home/apt,90.0,631.7307692307693,2737.5,11,2016-11-06,96.0,2016
15643384,"Wrigleyville- Corporate, Business, Traveling Nurse",0.0,Lake View,41.95075,-87.65163,Entire home/apt,74.0,519.4230769230769,2250.8333333333335,2,2016-10-30,100.0,2016
15644082,"Luxury Condo, close to everything!",1.0,Near South Side,41.86528,-87.62446,Entire home/apt,150.0,1052.8846153846155,4562.5,62,2016-11-03,99.0,2016
15644173,2 BR Modern Condo in Lincoln Park,0.0,Lincoln Park,41.93129,-87.6523,Entire home/apt,275.0,1930.2884615384614,8364.583333333334,7,2017-05-21,94.0,2017
15646603,Beautiful apartment in tri-taylor w/private bath..,0.0,Near West Side,41.86884,-87.68682,Private room,53.0,372.0192307692308,1612.0833333333333,24,2016-11-01,97.0,2016
15646810,Wrigley Field Walk up Condo on one way,0.0,Lake View,41.95307,-87.65605,Entire home/apt,400.0,2807.6923076923076,12166.666666666666,5,2018-06-13,100.0,2018
15647142,Private Room - Memorable Andersonville,1.0,Uptown,41.97498,-87.66563,Private room,90.0,631.7307692307693,2737.5,39,2016-11-21,99.0,2016
15647811,Modern Comfy Andersonville Getaway!,1.0,Uptown,41.97352,-87.66706,Entire home/apt,175.0,1228.3653846153845,5322.916666666667,21,2016-11-05,100.0,2016
15649128,Spacious 1 Bedroom/Bath entire place near Downtwn,1.0,Lincoln Park,41.92245,-87.64601,Entire home/apt,69.0,484.3269230769231,2098.75,12,2016-11-01,98.0,2016
15649553,Spacious 3 beds / 2 baths in Lincoln Park 5 Stars,1.0,Lincoln Park,41.92232,-87.64575,Entire home/apt,99.0,694.9038461538462,3011.25,66,2016-11-05,98.0,2016
15650827,DOWNTOWN!  5 BEDS / 2BATHS / SLEEPS 10!!!,0.0,Near North Side,41.89843,-87.63818,Entire home/apt,199.0,1396.826923076923,6052.916666666667,78,2017-05-09,91.0,2017
15656425,Heart-Warming - North Center Condo,0.0,North Center,41.95601,-87.67985,Private room,125.0,877.4038461538462,3802.0833333333335,2,2016-10-25,100.0,2016
15656727,DOWNTOWN!  5 BEDS / 2BATHS / SLEEPS 10! Suite 2/3,0.0,Near North Side,41.89794,-87.63806,Entire home/apt,199.0,1396.826923076923,6052.916666666667,75,2017-05-04,92.0,2017
15656999,DOWNTOWN! 7BED/2BATH! PRIVATE ROOFTOP! Sleeps 14!!,0.0,Near North Side,41.8998,-87.63823,Entire home/apt,599.0,4204.5192307692305,18219.583333333332,94,2017-03-26,92.0,2017
15657331,Downtown Living - Entire Building - Sleeps 34!!,0.0,Near North Side,41.89951,-87.63837,Entire home/apt,999.0,7012.211538461538,30386.25,18,2017-05-26,87.0,2017
15658650,Wrigleyville Posh XXL Room & Bath on PRIVATE Floor,1.0,Lake View,41.94597,-87.65476,Private room,50.0,350.96153846153845,1520.8333333333333,119,2016-10-29,99.0,2016
15659073,"Gorgeous, cozy 1-bedroom Suite in Andersonville",1.0,Edgewater,41.98139,-87.6707,Entire home/apt,75.0,526.4423076923077,2281.25,115,2016-10-31,99.0,2016
15662022,Secluded Guest Suite in Decadent Residence,1.0,Lake View,41.94239,-87.66705,Private room,500.0,3509.6153846153848,15208.333333333334,19,2017-06-05,100.0,2017
15662488,Lincoln Park! Walk Beach/Zoo!  Free Parking!  OBO,0.0,Lincoln Park,41.92017,-87.64218,Entire home/apt,287.0,2014.5192307692307,8729.583333333334,23,2016-11-06,93.0,2016
15663486,"3 miles to Wrigley, private, cozy, easy access",1.0,Irving Park,41.95019,-87.71645,Private room,125.0,877.4038461538462,3802.0833333333335,21,2016-10-30,100.0,2016
15663863,Hotel Perks - Private Bedroom | Private Bathroom,0.0,Near North Side,41.89345,-87.62712,Private room,600.0,4211.538461538462,18250.0,6,2017-02-15,80.0,2017
15664364,2 Bed South Hoteling Room - Shared House,1.0,Lake View,41.94193,-87.66597,Private room,700.0,4913.461538461538,21291.666666666668,21,2017-06-04,100.0,2017
15664445,Traveler's Dream - 1 bed in a shared bedroom,0.0,Near North Side,41.89153,-87.6279,Shared room,150.0,1052.8846153846155,4562.5,7,2016-12-14,91.0,2016
15665725,NEW ❤️ OF WEST WRIGLEYVILLE/ OLD ST. BEN'S,1.0,North Center,41.94803,-87.68418,Private room,84.0,589.6153846153846,2555.0,25,2016-10-30,99.0,2016
15666062,Best Location in Old Town- 1 Bedroom,0.0,Near North Side,41.90321,-87.63434,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,6,2016-10-31,92.0,2016
15666693,Entire 1 bedroom apartment in Lakeview/Wrigley,0.0,Lake View,41.93771,-87.64263,Entire home/apt,220.0,1544.2307692307693,6691.666666666667,20,2017-06-04,88.0,2017
15669026,Super Cozy Bed/Bath in Awesome Andersonville Home!,1.0,Edgewater,41.98858,-87.67131,Private room,45.0,315.86538461538464,1368.75,149,2016-11-02,99.0,2016
15672186,Comfy & Hip Private Room in Logan,1.0,Logan Square,41.92481,-87.71358,Private room,50.0,350.96153846153845,1520.8333333333333,121,2016-10-26,98.0,2016
15673954,Cozy place Perfect location sleeps4,1.0,Lower West Side,41.85873,-87.66231,Entire home/apt,80.0,561.5384615384615,2433.3333333333335,109,2016-11-06,92.0,2016
15677440,Apartment 4 blocks from Wrigley,0.0,Lake View,41.94267,-87.66142,Entire home/apt,350.0,2456.730769230769,10645.833333333334,5,2016-10-30,100.0,2016
15678106,"COMPLETELY REMODELED, BEAUTIFUL LAKE VIEW FLAT!",0.0,Lake View,41.94518,-87.66087,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,44,2016-11-07,97.0,2016
15683773,"Modern 1 BR, walk to Wrigley Field",0.0,Uptown,41.97192,-87.65089,Entire home/apt,150.0,1052.8846153846155,4562.5,2,2017-06-04,100.0,2017
15694333,Welcoming 2BR in Chicago's Best Neighborhood!,1.0,West Town,41.89738,-87.6779,Entire home/apt,69.0,484.3269230769231,2098.75,110,2016-10-30,97.0,2016
15702552,3rd floor apt. close to Wrigley field,0.0,Uptown,41.9683,-87.65659,Entire home/apt,450.0,3158.653846153846,13687.5,15,2017-06-04,90.0,2017
15719729,Quintessential Condo ★ Best kept secret location!!,1.0,Lake View,41.94771,-87.64396,Private room,400.0,2807.6923076923076,12166.666666666666,19,2017-06-04,99.0,2017
15726549,Large 4BR Townhouse Perfect For Your Group Visit!!,0.0,Near West Side,41.88286,-87.67758,Entire home/apt,107.0,751.0576923076923,3254.5833333333335,91,2016-11-07,95.0,2016
15729236,Spacious and Kid-friendly 2-bed in Logan Square,0.0,Avondale,41.93377,-87.70431,Entire home/apt,100.0,701.9230769230769,3041.6666666666665,4,2016-10-31,93.0,2016
15729809,Vibrant 1 Bedroom near WRIGLEY & Montrose Beach,0.0,Uptown,41.96218,-87.65972,Entire home/apt,125.0,877.4038461538462,3802.0833333333335,12,2016-11-06,93.0,2016
15734494,"1-bedroom apt. in Lakeview, close to Wrigley",0.0,Lake View,41.93588,-87.65128,Entire home/apt,300.0,2105.769230769231,9125.0,5,2018-07-01,100.0,2018
15734650,Great 1Br Apt 5 Min Walk to Wrigleyville/Southport,0.0,Lake View,41.94605,-87.66094,Entire home/apt,98.0,687.8846153846154,2980.8333333333335,107,2016-11-06,97.0,2016
15735536,Cozy Family Friendly  Home in Chicago (Galewood),1.0,Austin,41.91183,-87.78889,Entire home/apt,150.0,1052.8846153846155,4562.5,16,2016-11-26,100.0,2016
15744964,中唐【305】Chinatown,0.0,Armour Square,41.84993,-87.63133,Private room,49.0,343.9423076923077,1490.4166666666667,105,2016-11-19,92.0,2016
15745920,Edgewater Quietude - The Emerald Room,1.0,Edgewater,41.98902,-87.66404,Private room,66.0,463.2692307692308,2007.5,37,2016-11-20,99.0,2016
15752571,Edgewater Condo,0.0,Uptown,41.96988,-87.65175,Private room,75.0,526.4423076923077,2281.25,15,2016-11-09,100.0,2016
15753718,Edgewater Quietude - The Perkins Gilman Room,1.0,Edgewater,41.98995,-87.66368,Private room,66.0,463.2692307692308,2007.5,28,2016-11-20,100.0,2016
15759473,Traveler's Dream - 1 bed in a shared bedroom,0.0,Near North Side,41.89137,-87.62693,Shared room,150.0,1052.8846153846155,4562.5,13,2016-12-14,88.0,2016
15759558,Walk to Wrigley Field near a Room in Lakeview / Southport Townhouse,1.0,Lake View,41.94361,-87.66224,Private room,150.0,1052.8846153846155,4562.5,44,2017-01-01,99.0,2017
15771536,Wrigley Oasis - Steps from the Field! 3BR/1BA,1.0,Lake View,41.9448,-87.66038,Entire home/apt,225.0,1579.326923076923,6843.75,83,2017-07-02,98.0,2017
15771760,☺Fantastic 5-Star Home in Chicago's Trendiest Area,1.0,West Town,41.91117,-87.69377,Entire home/apt,153.0,1073.9423076923076,4653.75,112,2016-11-20,98.0,2016
15771978,Cozy Logan Square one-bedroom hide away,0.0,Logan Square,41.93085,-87.7123,Entire home/apt,160.0,1123.076923076923,4866.666666666667,35,2016-11-28,98.0,2016
15785733,Right on the lake! Coastal vibes & panoramic views,0.0,Rogers Park,42.02103,-87.66424,Entire home/apt,82.0,575.5769230769231,2494.1666666666665,120,2016-12-30,93.0,2016
15785867,Sunny Ukrainian Village / Wicker Park Grey Stone,0.0,West Town,41.89776,-87.67933,Private room,90.0,631.7307692307693,2737.5,18,2016-11-06,100.0,2016
15785970,On the lake w/ massive outdoor deck & huge views!,0.0,Rogers Park,42.02175,-87.66627,Entire home/apt,83.0,582.5961538461538,2524.5833333333335,107,2017-01-29,92.0,2017
15789080,Cozy  and charming home in Beverly,0.0,Beverly,41.70089,-87.67344,Private room,70.0,491.34615384615387,2129.1666666666665,21,2017-02-03,90.0,2017
15789317,"Huge, Historic and Gorgeously-gutted Greystone!",1.0,Douglas,41.83362,-87.61922,Entire home/apt,375.0,2632.2115384615386,11406.25,47,2016-11-28,94.0,2016
15798238,Classic Edgewater 3-BR/1-BA (w parking!),1.0,Edgewater,41.9882,-87.6609,Entire home/apt,111.0,779.1346153846154,3376.25,56,2016-11-06,99.0,2016
15804772,3rd Flr Penthouse by Northeastern Illinois Univ,1.0,North Park,41.98301,-87.71478,Private room,80.0,561.5384615384615,2433.3333333333335,86,2017-01-01,98.0,2017
15806285,Newly remodeled Smart Condo in Trendy Wicker Park,0.0,West Town,41.90334,-87.67393,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,2,2016-11-13,100.0,2016
15814333,Bright Urban Jungalow in Humbolt Park,0.0,Humboldt Park,41.9036,-87.70951,Entire home/apt,98.0,687.8846153846154,2980.8333333333335,19,2016-11-06,97.0,2016
15852819,See a Game at Wrigley Field from a Sophisticated Condominium,1.0,Lake View,41.94598,-87.65011,Entire home/apt,325.0,2281.25,9885.416666666666,53,2016-11-20,98.0,2016
15853461,Gorgeous & Quiet Bedroom just One Block to Wrigley,1.0,Lake View,41.94787,-87.65176,Private room,95.0,666.8269230769231,2889.5833333333335,63,2017-04-17,99.0,2017
15853679,"Private 1BR, Full Bath in Historic Loft Building",1.0,Lake View,41.93492,-87.6611,Private room,95.0,666.8269230769231,2889.5833333333335,69,2017-01-01,99.0,2017
15857734,Modern Single Family Home in Wicker Park,0.0,West Town,41.90358,-87.67182,Entire home/apt,480.0,3369.230769230769,14600.0,2,2017-04-30,100.0,2017
15858046,Bright Boho Vibes in Humbolt Park,0.0,Humboldt Park,41.90282,-87.70923,Private room,65.0,456.25,1977.0833333333333,7,2016-11-13,100.0,2016
15858916,Lincoln Park! 3BR/2BA Magnificent Roof Top,0.0,Lincoln Park,41.91949,-87.64207,Entire home/apt,189.0,1326.6346153846155,5748.75,10,2016-11-18,98.0,2016
15867158,"Amazing 2-BR Apt in Old Town! Eat,Drink,Beach&Shop",0.0,Near North Side,41.9107,-87.64121,Entire home/apt,110.0,772.1153846153846,3345.8333333333335,18,2016-11-20,96.0,2016
15871357,Safest City Retreat close to USMLE/COMLEX,0.0,Norwood Park,41.98251,-87.81927,Private room,39.0,273.75,1186.25,163,2016-11-20,96.0,2016
15874365,(1EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,0.0,Woodlawn,41.7837,-87.60623,Private room,40.0,280.7692307692308,1216.6666666666667,23,2016-11-14,84.0,2016
15874839,(2EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,0.0,Woodlawn,41.78248,-87.60652,Private room,45.0,315.86538461538464,1368.75,9,2017-03-05,89.0,2017
15876178,(3EV) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,0.0,Woodlawn,41.78279,-87.60621,Private room,40.0,280.7692307692308,1216.6666666666667,10,2017-01-13,82.0,2017
15889904,(1EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,0.0,Woodlawn,41.78181,-87.59971,Private room,40.0,280.7692307692308,1216.6666666666667,39,2016-11-20,89.0,2016
15889919,(2EL) 2Blks to Univ of Chicago歡迎 أهلا بكस्वागत हे,0.0,Woodlawn,41.78027,-87.60353,Private room,40.0,280.7692307692308,1216.6666666666667,14,2017-03-26,90.0,2017
15900374,Large Serene Artist's One Bedroom in Logan Square,0.0,Logan Square,41.92942,-87.71136,Entire home/apt,95.0,666.8269230769231,2889.5833333333335,15,2017-11-13,100.0,2017
15904833,Enjoyful  Bedroom for Travelers,1.0,West Town,41.89634,-87.6629,Private room,65.0,456.25,1977.0833333333333,1,2016-11-29,80.0,2016
15911102,Large Wicker Park Loft - Walk To Everything!,1.0,West Town,41.90959,-87.6863,Entire home/apt,89.0,624.7115384615385,2707.0833333333335,175,2016-11-26,96.0,2016
