id,name,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,price,weekly_price,monthly_price,number_of_reviews,first_review,review_scores_rating,first_year
2384,Hyde Park - Walk to UChicago/Metra to McCormick Pl,1.0,Hyde Park,41.78886,-87.58671,Private room,50.0,350.00,1520.8333333333333,149,2015-01-09,100.0,2015
4505,We're back. 365 Great Reviews.  1 bad one.,1.0,South Lawndale,41.85495,-87.69696,Entire home/apt,117.0,925.00,3558.75,368,2009-03-06,96.0,2009
7126,Tiny Studio Apartment 94 Walk Score,0.0,West Town,41.90289,-87.68182,Entire home/apt,80.0,600.00,2433.3333333333335,338,2009-07-03,92.0,2009
9811,Barbara's Hideaway - Old Town,0.0,Lincoln Park,41.91769,-87.63788,Entire home/apt,150.0,1050.00,3400.00,35,2014-04-15,92.0,2014
10610,3 Comforts of Cooperative Living,0.0,Hyde Park,41.79708,-87.59195,Private room,35.0,235.00,805.00,38,2014-10-25,85.0,2014
10945,The Biddle House (#1),0.0,Lincoln Park,41.91183,-87.64,Entire home/apt,215.0,1509.1346153846155,6539.583333333333,9,2014-04-28,89.0,2014
12140,Lincoln Park Guest House,0.0,Lincoln Park,41.92335,-87.64951,Private room,289.0,2028.5576923076924,8790.416666666666,4,2015-06-29,100.0,2015
22362,*** Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ **,0.0,West Town,41.89617,-87.66041,Entire home/apt,99.0,694.9038461538462,2999.00,9,2013-12-08,93.0,2013
24833,Private Apt 1 Block to Fullerton L Red Line - Deck,0.0,Lincoln Park,41.92679,-87.65521,Entire home/apt,99.0,694.9038461538462,3395.00,37,2010-05-24,85.0,2010
25269,"Old Town, Furnished 2 bedroom: SWG",0.0,Lincoln Park,41.91423,-87.63846,Entire home/apt,145.0,1017.7884615384615,4500.00,178,2010-06-11,86.0,2010
25879,Top 2/1  Block to Fullerton L Red Line Deck & Yard,0.0,Lincoln Park,41.92693,-87.65753,Entire home/apt,99.0,694.9038461538462,3011.25,44,2010-06-14,86.0,2010
28749,3 bedroom Dramatic Bucktown LOFT,0.0,Logan Square,41.92083,-87.6801,Entire home/apt,450.0,1500.00,4500.00,47,2010-12-01,89.0,2010
37738,Andersonville - Perfect location!,1.0,Uptown,41.97385,-87.66539,Private room,77.0,450.00,1650.00,242,2010-07-20,100.0,2010
39742,Central guestroom! Walk everywhere!,1.0,Near North Side,41.89377,-87.63465,Private room,75.0,600.00,2500.00,467,2010-10-12,94.0,2010
44020,2 Bedroom 1 Block to Fullerton L - Garage Avail,0.0,Lincoln Park,41.92673,-87.65731,Entire home/apt,80.0,561.5384615384615,2433.3333333333335,51,2011-08-19,80.0,2011
46151, Furnished Junior 1 Bedroom :SW1R,0.0,Lincoln Park,41.91331,-87.63964,Entire home/apt,75.0,526.4423076923077,2281.25,233,2010-09-12,87.0,2010
46154,Old Town Lincoln Park studio: 2F,0.0,Lincoln Park,41.91287,-87.63979,Entire home/apt,65.0,456.25,1977.0833333333333,243,2010-09-29,89.0,2010
56802,Beautiful 2 BR Old Town Lincoln Pk,0.0,Lincoln Park,41.91264,-87.63979,Entire home/apt,155.0,1087.9807692307693,4714.583333333333,252,2011-01-01,89.0,2011
71930,"Rest, Relax and Explore",1.0,West Town,41.89687,-87.67989,Private room,59.0,400.00,1300.00,58,2011-05-23,96.0,2011
79101,5★Cubs/Riviera/AragonTRAIN2Bdrms/Ba,1.0,Uptown,41.96792,-87.65757,Private room,180.0,1200.00,5475.0,146,2011-03-21,96.0,2011
84042,The Explorer Room,1.0,West Town,41.89693,-87.68033,Private room,55.0,422.00,930.00,54,2011-04-18,97.0,2011
110705,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,1.0,Uptown,41.9693,-87.65621,Private room,99.0,694.9038461538462,3011.25,134,2011-05-23,97.0,2011
126280,"Near Lake, Wrigley and Weiss Hospital",1.0,Uptown,41.96804,-87.65123,Private room,48.0,255.00,950.00,142,2011-06-16,98.0,2011
133262,"Sweet Ivy Apartment - Relax, Recharge & Explore!",1.0,West Town,41.89243,-87.68078,Entire home/apt,65.0,456.25,1820.00,34,2012-11-16,98.0,2012
144840,Great 3 Bedroom in Great Wrigley/Lakeview Location,0.0,Lake View,41.94079,-87.65763,Entire home/apt,225.0,1579.326923076923,6843.75,19,2016-03-08,99.0,2016
145659,Trendy Roscoe Village 3BR/2BR walk to shops,1.0,North Center,41.94364,-87.68155,Entire home/apt,275.0,1930.2884615384614,6500.00,14,2015-10-15,94.0,2015
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,1.0,Lincoln Park,41.91351,-87.63929,Entire home/apt,475.0,3334.1346153846152,14447.916666666666,36,2015-06-05,93.0,2015
165952,"Two Bedroom, One Bathroom Apartment",0.0,Lake View,41.94274,-87.67321,Entire home/apt,198.0,1250.00,4500.00,58,2011-08-05,91.0,2011
166667,Cozy Garden Studio ,0.0,North Center,41.94274,-87.67378,Entire home/apt,125.0,475.00,2185.00,79,2011-07-19,90.0,2011
166706,"Three Bedroom, Two Bathroom Combo Apartment",0.0,Lake View,41.94221,-87.67327,Entire home/apt,280.0,1400.00,5625.00,21,2011-08-21,82.0,2011
172616,ALONZO:  SWEET Flat in the Ukrainian Village,1.0,West Town,41.89753,-87.67315,Entire home/apt,75.0,1000.00,2300.00,58,2011-07-29,96.0,2011
175511,1BR/1BA Suite in Chicago (3709-G1),0.0,Irving Park,41.96012,-87.72158,Entire home/apt,67.0,600.00,1700.00,19,2011-09-11,97.0,2011
184764,Room w/private bath -kid friendly,0.0,Portage Park,41.94325,-87.75403,Private room,85.0,596.6346153846154,2585.4166666666665,160,2011-08-09,95.0,2011
189821,Private Apartment Hip Logan Square,1.0,Logan Square,41.92973,-87.7012,Entire home/apt,175.0,1228.3653846153845,5322.916666666667,423,2011-09-16,99.0,2011
192652,Urban Oasis--Wicker Park Vintage,0.0,West Town,41.90136,-87.67973,Private room,75.0,526.4423076923077,1100.00,318,2011-08-12,95.0,2011
198135,Darling Damen Dwelling (with bike if you like),1.0,North Center,41.95935,-87.67963,Private room,44.0,285.00,820.00,150,2011-12-06,99.0,2011
207218,Historic Pullman Artist Flat,1.0,Pullman,41.6883,-87.60892,Entire home/apt,90.0,607.00,2100.00,240,2011-09-06,98.0,2011
221109,1 Bedroom Apartment -Noble Square,0.0,West Town,41.89273,-87.65654,Entire home/apt,115.0,807.2115384615385,3497.9166666666665,108,2011-10-11,96.0,2011
228273,Gorgeous Private Room/Bath in a Lincoln Park Condo,1.0,Lincoln Park,41.93126,-87.65227,Private room,109.0,765.0961538461538,3315.4166666666665,67,2011-09-25,100.0,2011
230836,Huge Bedroom with pvt marble bath,0.0,Uptown,41.96331,-87.66088,Private room,125.0,877.4038461538462,1500.00,5,2013-03-15,90.0,2013
233933,BROWN ROOM - WALK TO TRAIN TO O'HARE/DOWNTOWN,1.0,Irving Park,41.95602,-87.72781,Private room,55.0,386.0576923076923,1672.9166666666667,135,2011-10-11,96.0,2011
234442,Beautifully Furnished Studio SW2R,0.0,Lincoln Park,41.91337,-87.63918,Entire home/apt,85.0,596.6346153846154,3000.00,224,2011-10-11,88.0,2011
236792,Luxe Modern Condo in Lakeview,1.0,Uptown,41.95939,-87.65441,Entire home/apt,125.0,1800.00,3500.00,55,2013-03-17,99.0,2013
242751,Junior 1 bedroom in Old Town :SW1F,0.0,Lincoln Park,41.91291,-87.63839,Entire home/apt,75.0,526.4423076923077,2281.25,253,2011-11-08,90.0,2011
244439,Walk to Subway 2bed/2bath 6 month+,1.0,Near West Side,41.88565,-87.65307,Entire home/apt,134.0,940.5769230769231,2899.00,22,2011-10-24,93.0,2011
248791,Quiet Bedroom/ARAGON/Train,1.0,Uptown,41.96797,-87.65791,Private room,90.0,631.7307692307693,2737.5,94,2011-11-09,98.0,2011
250354,Close to Michigan Ave and parks,0.0,Near South Side,41.86051,-87.62399,Entire home/apt,170.0,850.00,2800.00,39,2011-11-15,97.0,2011
258253,Studio Apartment Unit 4,0.0,West Ridge,42.00692,-87.68438,Entire home/apt,48.0,336.9230769230769,1700.00,18,2011-12-10,98.0,2011
261509,You'll love Chicago! Guaranteed!,0.0,Near North Side,41.90314,-87.63494,Entire home/apt,149.0,1045.8653846153845,4532.083333333333,62,2012-03-11,97.0,2012
264547,Steps From the Best Chicago Offers,0.0,Near West Side,41.88467,-87.64487,Entire home/apt,195.0,1368.75,3800.00,62,2012-05-07,98.0,2012
267646,Logan Square Classic Bungalow,1.0,Logan Square,41.92716,-87.70471,Private room,97.0,680.8653846153846,2500.00,128,2011-12-06,99.0,2011
272728,Quiet room in Quiet neighborhood!,1.0,Chatham,41.72763,-87.61307,Private room,40.0,240.00,750.00,211,2012-01-15,94.0,2012
275496,Downtown 3BR/2BA Loft & Amazing River View,0.0,Near West Side,41.88623,-87.6404,Entire home/apt,175.0,1228.3653846153845,999.00,10,2014-06-28,82.0,2014
289689,"30 Day+ Med student, interns & interim stays.",1.0,Edgewater,41.97794,-87.65764,Private room,25.0,175.48076923076923,760.4166666666666,58,2012-01-02,95.0,2012
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1.0,Logan Square,41.92177,-87.68277,Private room,125.0,575.00,1500.00,78,2012-06-25,96.0,2012
290155,Best Value in Chicago.  15 Minutes to Everything.,0.0,Bridgeport,41.82702,-87.63967,Entire home/apt,125.0,1375.00,3802.0833333333335,40,2012-01-12,95.0,2012
298321,nice room with king size bed,0.0,Woodlawn,41.78216,-87.59027,Private room,47.0,315.00,1100.00,44,2012-04-29,96.0,2012
312192,"Luxury+Value. 15 Min to City, 10 McCormick Place",0.0,Bridgeport,41.82767,-87.63959,Entire home/apt,167.0,1375.00,5079.583333333333,31,2014-11-26,94.0,2014
313227,WHOLE PRIVATE FLOOR near Train,0.0,Albany Park,41.96331,-87.70916,Entire home/apt,85.0,596.6346153846154,2585.4166666666665,47,2012-03-14,98.0,2012
325842,Lincoln Park Sunny Modern Home,0.0,Lincoln Park,41.92026,-87.65892,Entire home/apt,379.0,2650.00,7500.00,25,2012-05-07,98.0,2012
345075,"Spacious, Vintage Hyde Park Apt.",1.0,Kenwood,41.8077,-87.59436,Private room,85.0,625.00,2585.4166666666665,216,2012-03-27,99.0,2012
349265,Historic Chicago Home - Hyde Park,0.0,Hyde Park,41.80086,-87.58948,Entire home/apt,375.0,2625.00,4000.00,8,2012-06-04,100.0,2012
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",1.0,Lake View,41.93986,-87.65473,Entire home/apt,136.0,1300.00,4400.00,427,2012-03-05,98.0,2012
372929,Lux Urban 3BR/3BA Duplex + Parking!,1.0,West Town,41.89862,-87.65597,Entire home/apt,295.0,2070.673076923077,8972.916666666666,193,2012-11-12,96.0,2012
395257,Trains to downtown. McCormick. IIT.,0.0,Douglas,41.82869,-87.62058,Private room,35.0,360.00,794.00,11,2013-10-01,95.0,2013
397472,"1 min to Lake,30 min to Downtown, free parking",0.0,Rogers Park,42.01455,-87.66511,Entire home/apt,71.0,470.00,1650.00,364,2014-12-29,85.0,2014
404792,Eclectic 2BR w/ Vintage Charm,1.0,West Town,41.88913,-87.66763,Entire home/apt,130.0,912.5,2000.00,174,2012-07-06,91.0,2012
412182,Spacious + Convenient Logan Square One-bed Apt,0.0,Logan Square,41.91891,-87.69902,Entire home/apt,90.0,680.00,2737.5,119,2012-04-23,96.0,2012
422214,Niki's Place-2 units-4 floors-Sleeps18-Wicker Park,0.0,West Town,41.89843,-87.66659,Entire home/apt,500.0,3509.6153846153848,15208.333333333334,117,2012-05-11,98.0,2012
446474,Vintage Ukrainian Village Apt!,0.0,West Town,41.90095,-87.68181,Entire home/apt,175.0,600.00,2000.00,4,2012-06-06,95.0,2012
450648,Luxury Space - Come & Relax,0.0,Near South Side,41.86614,-87.62275,Private room,119.0,835.2884615384615,3619.5833333333335,38,2012-05-07,94.0,2012
464581,"Large, Private Logan Square Studio",1.0,Logan Square,41.92451,-87.69385,Entire home/apt,49.0,795.00,1975.00,550,2012-08-23,96.0,2012
477733,Sunny Duplex Pilsen Arts Dist./UIC/McCormick Place,1.0,Lower West Side,41.85329,-87.66539,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,170,2012-06-04,96.0,2012
479086,Hostel Earphoria,0.0,Avondale,41.93245,-87.71528,Shared room,20.0,99.00,375.00,157,2012-05-24,94.0,2012
484898,Charming 1906 cottage Northside,0.0,Uptown,41.97053,-87.67267,Entire home/apt,225.0,1700.00,6500.00,14,2012-07-18,95.0,2012
488097,Chicago room minutes from Downtown,1.0,West Town,41.91173,-87.6731,Private room,60.0,275.00,950.00,16,2016-07-08,96.0,2016
496809,"Spacious Room with plush King Bed, Rogers Park",0.0,Rogers Park,42.00435,-87.67501,Private room,85.0,458.00,1600.00,36,2014-02-24,99.0,2014
507517,Private Lincoln Square Garden Apt,1.0,Lincoln Square,41.96714,-87.69611,Entire home/apt,95.0,600.00,2000.00,260,2012-07-08,98.0,2012
533831,Perfect Lincoln Park home in a great location!,0.0,Lincoln Park,41.91269,-87.6425,Entire home/apt,280.0,1500.00,5000.00,51,2012-07-03,90.0,2012
537419,Groovy on the Lake  private bd/bth,0.0,Lake View,41.94286,-87.63919,Private room,130.0,850.00,3370.00,28,2012-07-06,94.0,2012
542067,Logan Square Modern Vintage Garden,1.0,Logan Square,41.93065,-87.70089,Entire home/apt,125.0,925.00,2772.00,244,2012-06-26,97.0,2012
548905,Home Away From Home,1.0,Grand Boulevard,41.82293,-87.61559,Entire home/apt,85.0,565.00,1570.00,209,2012-09-05,97.0,2012
573540,Drop-dead fab on the Lake  2bd/2bth,0.0,Lake View,41.94284,-87.63919,Entire home/apt,490.0,1960.00,7840.00,35,2012-07-30,96.0,2012
585353,Great neighborhood! Price Drop *,0.0,West Town,41.88956,-87.66267,Private room,71.0,450.00,1400.00,112,2012-07-16,90.0,2012
585356,"Price Drop! Great Deal, Great area!",0.0,West Town,41.88998,-87.6624,Private room,74.0,450.00,1400.00,117,2012-08-07,90.0,2012
611839,"Stylish, comfortable room in nice Duplex",1.0,North Center,41.93537,-87.67946,Private room,42.0,255.00,635.00,133,2013-06-28,97.0,2013
628149,Price drop! Affordability+Location!,0.0,West Town,41.89052,-87.66085,Private room,55.0,536.00,1890.00,80,2012-09-03,92.0,2012
629745,"Warm, bright 2br/2ba in West Town!",0.0,West Town,41.89375,-87.66545,Entire home/apt,129.0,946.00,3250.00,201,2012-08-07,96.0,2012
634310,The Stained Glass Apt. Edgewater #1,1.0,Edgewater,41.99667,-87.66213,Private room,65.0,400.00,995.00,80,2012-09-04,98.0,2012
640841,Designer Lakeview Haven. Walk to Wrigley Field!,1.0,Lake View,41.94242,-87.67134,Entire home/apt,200.0,1403.8461538461538,6083.333333333333,23,2018-06-11,100.0,2018
642053,Wicker Park Garden Apartment,1.0,West Town,41.90567,-87.67311,Private room,86.0,603.6538461538462,2615.8333333333335,8,2012-12-03,89.0,2012
642065,Bucktown Apartment,1.0,West Town,41.90686,-87.67319,Private room,119.0,835.2884615384615,3619.5833333333335,31,2014-01-21,97.0,2014
650894,Premium Condo-Gold Coast-Water View,0.0,Near North Side,41.90959,-87.62541,Entire home/apt,249.0,1400.00,4990.00,11,2012-09-14,83.0,2012
651742,Edgebrook Lg bdr by golf course,1.0,Forest Glen,41.99244,-87.75569,Private room,75.0,450.00,1600.00,52,2013-02-07,99.0,2013
662034,Edgebrook bdr by golf course,1.0,Forest Glen,41.99201,-87.75719,Private room,65.0,390.00,1375.00,51,2013-08-28,99.0,2013
668262,Style and Lake Views,0.0,Lincoln Park,41.93173,-87.65047,Private room,99.0,694.9038461538462,3011.25,15,2015-08-16,95.0,2015
675641,"Posh Flat, 20 Mins to Downtown.",1.0,Lake View,41.94301,-87.65064,Private room,54.0,350.00,1642.5,331,2012-10-02,95.0,2012
681842,Bedrm/Bath - Swanky Northside Condo.,1.0,West Ridge,41.99348,-87.68121,Private room,50.0,350.96153846153845,1520.8333333333333,21,2013-06-26,97.0,2013
686185,Huge private br in Wicker/Ukranian,0.0,West Town,41.9045,-87.68246,Private room,53.0,747.00,2614.00,102,2012-09-14,99.0,2012
697634,"2 BD Condo by downtown,park,lake",1.0,Near North Side,41.90302,-87.63499,Entire home/apt,99.0,875.00,2985.00,150,2013-07-21,97.0,2013
709870,Off the Beaten Path on Harding Ave,0.0,Humboldt Park,41.9,-87.72141,Entire home/apt,99.0,580.00,1900.00,101,2012-10-13,78.0,2012
713431,Large Private 3 Bedroom Apartment,0.0,West Town,41.90894,-87.69213,Entire home/apt,119.0,835.2884615384615,3000.00,296,2012-10-08,87.0,2012
724656,*Artsy*Room*in*CentralApt*,0.0,West Town,41.90019,-87.69862,Private room,50.0,320.00,1000.00,167,2015-08-14,91.0,2015
724895,Close to Chicago music Festivals!!!,0.0,West Town,41.88995,-87.66096,Private room,44.0,280.00,987.00,110,2012-10-30,87.0,2012
726376,"Spacious Studio, Amazing Location!",0.0,Lake View,41.93932,-87.65218,Entire home/apt,85.0,596.6346153846154,2585.4166666666665,570,2012-10-24,94.0,2012
727847,Palmer Treehouse - Bedroom 2,0.0,Logan Square,41.92255,-87.70293,Private room,60.0,475.00,1380.00,65,2012-11-12,86.0,2012
731232,Logan Square-Chicago Prime Location-Longer Stays,0.0,Logan Square,41.92669,-87.699,Entire home/apt,119.0,1050.00,3300.00,117,2012-10-22,97.0,2012
739495,Lovely 2 bedroom in Lincoln Square ,1.0,Lincoln Square,41.97847,-87.68087,Entire home/apt,99.0,650.00,3011.25,162,2013-07-21,98.0,2013
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,1.0,Loop,41.88624,-87.61566,Entire home/apt,94.0,659.8076923076923,4500.00,13,2012-12-31,94.0,2012
764856,Stunning Downtown Artist Loft (West Loop),1.0,Near West Side,41.88722,-87.64993,Entire home/apt,159.0,900.00,2850.00,180,2012-11-19,97.0,2012
773127,Comfy Room & Bike in Roscoe Village,1.0,North Center,41.94994,-87.682,Private room,84.0,550.00,2555.0,128,2012-11-12,96.0,2012
783359,Modern Boystown/Wrigleyville 1 BDRM,0.0,Lake View,41.94884,-87.64905,Entire home/apt,103.0,722.9807692307693,3132.9166666666665,11,2015-11-11,100.0,2015
789867,Beautiful Private Room Near CTA With Free Parking,0.0,Uptown,41.96437,-87.67398,Private room,20.0,140.3846153846154,608.3333333333334,180,2013-04-29,95.0,2013
790016,Italian style in elegant apartment,0.0,Uptown,41.96046,-87.66346,Entire home/apt,299.0,2098.75,3000.00,16,2012-11-27,95.0,2012
790934,04. Pullout sofa bed in common room,1.0,West Ridge,42.01562,-87.68818,Shared room,70.0,491.34615384615387,2129.1666666666665,134,2012-11-23,93.0,2012
810974,Charming Rogers Park Bedroom Near Loyola Univ,1.0,Rogers Park,42.00184,-87.66951,Private room,50.0,280.00,900.00,94,2015-11-10,98.0,2015
818109,"Cool Calm Uk Village, Awesome location + House",1.0,West Town,41.89513,-87.674,Entire home/apt,78.0,809.00,1600.00,8,2013-01-02,100.0,2013
824518,"Cozy, Beautiful & Vintage Drenched",1.0,West Town,41.90213,-87.67598,Entire home/apt,95.0,1100.00,3650.00,87,2013-02-18,97.0,2013
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,1.0,Lincoln Square,41.96164,-87.68334,Entire home/apt,90.0,631.7307692307693,2737.5,28,2018-02-20,97.0,2018
863120,Cozy Private Room in a unique Chicago Penthouse,1.0,Lincoln Park,41.9217,-87.65959,Private room,85.0,572.00,2500.00,76,2013-07-23,99.0,2013
872247,Modern one bedroom apartment,1.0,Lower West Side,41.85939,-87.65271,Entire home/apt,125.0,800.00,3802.0833333333335,158,2013-05-05,98.0,2013
873628,"River West, Grand Blue Line Stop",0.0,West Town,41.89397,-87.64975,Private room,150.0,400.00,1500.00,81,2013-05-19,99.0,2013
887038,Lincoln Park Apt - 1 Bedroom plus alcove & futon,0.0,Lincoln Park,41.9263,-87.65567,Entire home/apt,150.0,1052.8846153846155,4562.5,36,2013-05-20,85.0,2013
896181,Guest Room in AMAZING Location - Wicker Park!,1.0,West Town,41.90729,-87.66571,Private room,40.0,400.00,1000.00,26,2014-03-16,96.0,2014
903996,Private Entrance/Steam Room Ensuite,1.0,Logan Square,41.92649,-87.7138,Private room,110.0,772.1153846153846,3345.8333333333335,129,2013-06-24,100.0,2013
909096,Banging Playhouse with Huge Roof Deck on Bloomingdale Trail,1.0,Humboldt Park,41.91105,-87.70927,Entire home/apt,400.0,2807.6923076923076,3500.00,191,2013-02-16,95.0,2013
929914,Charming apartment in Old Town,1.0,Lincoln Park,41.91316,-87.63813,Entire home/apt,115.0,750.00,3497.9166666666665,266,2013-04-02,98.0,2013
931105,Modern Guest Bedroom Room in Designers House,0.0,East Garfield Park,41.88449,-87.69659,Private room,75.0,700.00,1600.00,23,2013-05-20,98.0,2013
934509,Pilsen Art House-Raspberry Room,0.0,Lower West Side,41.85561,-87.66861,Private room,37.0,230.00,1125.4166666666667,43,2013-04-21,86.0,2013
949514,Modern Loft-Style Pad in Wicker!,1.0,West Town,41.90677,-87.66788,Private room,75.0,510.00,1300.00,118,2013-03-03,96.0,2013
960326,Stay in a Designer Penthouse with Art Gallery,1.0,West Town,41.89505,-87.65449,Entire home/apt,302.0,2650.00,9093.00,218,2013-06-03,99.0,2013
979841,"Huge Victorian near Loyola, Lake #1",1.0,Edgewater,41.99384,-87.67037,Private room,69.0,399.00,2098.75,179,2013-04-15,100.0,2013
979926,"Huge Victorian near Loyola, Lake #2",1.0,Rogers Park,42.00623,-87.66794,Private room,59.0,379.00,1794.5833333333333,216,2013-05-09,99.0,2013
979942,"Huge Victorian near Loyola, Lake #3",1.0,Rogers Park,42.00426,-87.66693,Private room,59.0,379.00,1794.5833333333333,203,2013-04-09,98.0,2013
983640,Huge Victorian near Loyola 2bd Apt,1.0,Rogers Park,42.00381,-87.67082,Entire home/apt,159.0,899.00,2299.00,148,2013-06-05,98.0,2013
984850,"Spacious, Eclectic Loft with Rooftop in Old Town",1.0,Near North Side,41.90465,-87.63591,Entire home/apt,749.0,5257.403846153846,22782.083333333332,89,2013-03-19,97.0,2013
1016539,Family-Friendly 3-Bedroom Apartment,0.0,West Town,41.90659,-87.69538,Entire home/apt,119.0,835.2884615384615,3619.5833333333335,266,2013-04-29,88.0,2013
1020810,Beautiful Condo in Chicago,1.0,Near North Side,41.8943,-87.62609,Entire home/apt,100.0,701.9230769230769,2600.00,25,2013-04-08,95.0,2013
1027405,Chicago Women's Residence/ Paris Rm,0.0,North Lawndale,41.85432,-87.70769,Private room,45.0,270.00,550.00,6,2015-06-15,83.0,2015
1027463,Chicago Women's ResidenceFlorenceRm,0.0,North Lawndale,41.85423,-87.70784,Private room,45.0,270.00,550.00,6,2015-09-13,87.0,2015
1027741,Chicago Women's Residence Midler Rm,0.0,North Lawndale,41.85455,-87.70768,Private room,45.0,270.00,500.00,2,2018-08-31,90.0,2018
1032943,"4 rms/6 beds, 2.5 baths, Lake Michigan & McCormick",1.0,Oakland,41.81996,-87.59978,Entire home/apt,250.0,1785.00,7604.166666666667,178,2013-06-05,97.0,2013
1056430,Charming space in Boystown/Lakeview,0.0,Lake View,41.94376,-87.65164,Private room,79.0,554.5192307692307,2402.9166666666665,292,2013-04-15,97.0,2013
1080532,Mid-Century mdn twnhs in Lakview,0.0,Lake View,41.93396,-87.64108,Entire home/apt,114.0,678.00,1799.00,24,2013-08-11,95.0,2013
1083987,MODERN LOFT Downtown FREE Pool/HotTub/Gym KING BED,1.0,Near South Side,41.85278,-87.62453,Entire home/apt,85.0,596.6346153846154,2585.4166666666665,20,2013-05-17,100.0,2013
1096191,Studio at the Lake,0.0,Uptown,41.97349,-87.65334,Entire home/apt,60.0,500.00,1500.00,39,2013-05-17,95.0,2013
1101457,Tiny House Camper in the City,1.0,Austin,41.89044,-87.7714,Entire home/apt,58.0,350.00,850.00,58,2015-02-16,96.0,2015
1101458,Private Suite in Historic District,1.0,Austin,41.88655,-87.77086,Private room,55.0,300.00,950.00,175,2013-05-20,95.0,2013
1113259,Private room in a cozy city condo,1.0,Rogers Park,42.01761,-87.67987,Private room,55.0,410.00,1400.00,89,2013-05-10,93.0,2013
1127661,Art House in Hip Logan Square,1.0,Logan Square,41.91791,-87.70933,Private room,59.0,345.00,1385.00,199,2013-06-08,99.0,2013
1135388,Entire Logan Square Home for Rent!,0.0,Logan Square,41.92397,-87.69,Entire home/apt,249.0,1000.00,7573.75,13,2013-05-28,92.0,2013
1138252,Gorgeous Lincoln Park walk up,0.0,Lake View,41.9375,-87.65017,Entire home/apt,375.0,1265.00,4065.00,5,2016-08-21,100.0,2016
1138514,Great 1B Steps from Beach :),0.0,Rogers Park,42.00527,-87.66405,Entire home/apt,59.0,375.00,1500.00,24,2013-10-29,90.0,2013
1141045,"Posh Flat, Close to Downtown (No 2)",1.0,Lake View,41.94665,-87.65517,Private room,54.0,350.00,1642.5,320,2013-05-21,96.0,2013
1171860,"Lincoln Park Studio, Great Value!",0.0,Lincoln Park,41.92628,-87.64026,Entire home/apt,50.0,350.96153846153845,1520.8333333333333,477,2013-07-06,95.0,2013
1183249,"Boystown Studio, Outstanding Value!",0.0,Lake View,41.9395,-87.64483,Entire home/apt,79.0,554.5192307692307,2402.9166666666665,446,2013-06-03,93.0,2013
1185749,3 Bedroom Charming Vintage Hideaway,1.0,Near West Side,41.87086,-87.68305,Entire home/apt,99.0,694.9038461538462,2772.00,275,2013-06-03,98.0,2013
1195259,Wicker Park - Urban Homestead!,0.0,West Town,41.91095,-87.67783,Entire home/apt,135.0,1005.00,3400.00,169,2013-06-04,98.0,2013
1217096,Designer Flat / Perfect Location,1.0,Lake View,41.94674,-87.64924,Private room,95.0,500.00,2889.5833333333335,293,2013-06-22,95.0,2013
1229238,Two story family home,0.0,Portage Park,41.94735,-87.75762,Entire home/apt,250.0,1754.8076923076924,7604.166666666667,81,2014-07-14,87.0,2014
1229267,Single/room share,0.0,Portage Park,41.94556,-87.75419,Private room,40.0,280.7692307692308,1216.6666666666667,8,2014-07-23,86.0,2014
1249397,Spacious 3BD Home in Ravenswood,0.0,Lincoln Square,41.97009,-87.67423,Entire home/apt,130.0,750.00,3954.1666666666665,10,2013-08-08,96.0,2013
1278457,Jumbo 4br in the Wicker/Ukranian,0.0,West Town,41.90439,-87.68212,Entire home/apt,300.0,3300.00,8400.00,22,2013-12-02,99.0,2013
1291440,Urban Oasis--Wicker Park2 Vintage,0.0,West Town,41.90143,-87.67836,Private room,75.0,526.4423076923077,1100.00,160,2013-07-14,94.0,2013
1304049,Private room near UIC Medical Dist.,1.0,Near West Side,41.8719,-87.68486,Private room,100.0,701.9230769230769,3041.6666666666665,96,2013-09-03,93.0,2013
1313847,Chicago Rogers Park Cozy Home with nice Bathroom!,0.0,Rogers Park,42.00049,-87.66956,Entire home/apt,70.0,500.00,1850.00,146,2013-07-18,81.0,2013
1321332,Lincoln Park Single Family Home,1.0,Lincoln Park,41.92913,-87.66921,Entire home/apt,500.0,4000.00,15208.333333333334,64,2013-10-16,98.0,2013
1325769,Historic Walk-Up; Safe Area & Close to EVERYTHING,0.0,Lincoln Park,41.91355,-87.63675,Private room,198.0,1500.00,5000.00,22,2013-07-19,98.0,2013
1336364,Oakley Bells,0.0,West Town,41.89934,-87.68443,Entire home/apt,80.0,561.5384615384615,2500.00,107,2013-09-17,93.0,2013
1346414,Charming Andersonville 1BR - Yours,0.0,Edgewater,41.98288,-87.66708,Entire home/apt,95.0,750.00,2600.00,100,2013-07-22,89.0,2013
1356190,Logan Square Vintage Deluxe Suite,1.0,Logan Square,41.92083,-87.68896,Private room,90.0,650.00,2737.5,218,2013-09-17,99.0,2013
